timestamp,Temperature,Humidity,Pressure, Gas,PM0.1,PM0.3,PM0.5,PM1,PM2.5,PM5,PM10
2025-06-08 05:14:14,,,,,0.04925789,0.70570890,1.39783434,,3.18916836,,7.57646028
2025-06-08 05:14:24,,,,,0.04919044,0.70427032,1.38925896,,3.15470079,,7.12489455
2025-06-08 05:14:34,,,,,0.04917309,0.70366341,1.38322294,,3.12971480,,6.49547900
